Date,Open,High,Low,Close,Adj Close,Volume
2022-09-05,296.700012,300.950012,295.750000,298.850006,291.717590,80397
2022-09-06,301.500000,308.000000,297.100006,304.100006,296.842285,164611
2022-09-07,303.500000,305.799988,299.100006,300.750000,293.572266,157908
2022-09-08,302.000000,305.000000,299.500000,300.149994,292.986572,144820
2022-09-09,301.000000,307.899994,301.000000,305.450012,298.160095,153814
2022-09-12,307.450012,308.500000,301.000000,303.000000,295.768555,227658
2022-09-13,305.049988,306.250000,303.000000,303.399994,296.158997,93566
2022-09-14,301.000000,306.299988,300.100006,304.700012,297.427948,188062
2022-09-15,305.000000,307.000000,302.049988,304.000000,296.744690,150910
2022-09-16,303.350006,303.350006,295.450012,297.600006,293.100616,223651
2022-09-19,303.000000,303.000000,292.100006,298.250000,296.430176,206699
2022-09-20,300.100006,303.000000,297.899994,300.450012,298.616760,110614
2022-09-21,300.000000,302.399994,293.250000,294.799988,293.001221,186630
2022-09-22,292.399994,296.549988,292.399994,293.250000,291.460693,139461
2022-09-23,293.250000,297.000000,292.250000,293.399994,291.609772,112367
2022-09-26,285.549988,295.750000,285.000000,293.850006,292.057037,158127
2022-09-27,292.500000,300.799988,292.500000,296.149994,294.342987,166630
2022-09-28,292.899994,293.649994,290.299988,291.399994,289.621979,192751
2022-09-29,294.899994,296.000000,287.000000,287.649994,285.894836,122341
2022-09-30,286.000000,293.450012,285.049988,286.299988,284.553070,278847
2022-10-03,288.000000,289.950012,284.000000,284.600006,282.863464,137429
2022-10-04,286.500000,290.200012,285.350006,286.950012,285.199127,121694
2022-10-06,289.700012,294.600006,288.000000,289.250000,287.485107,121391
2022-10-07,289.000000,294.250000,285.549988,287.649994,285.894836,121174
2022-10-10,287.649994,289.200012,280.750000,282.299988,280.577484,180025
2022-10-11,283.799988,285.600006,281.100006,282.149994,280.428406,96100
2022-10-12,281.950012,285.000000,280.049988,284.049988,282.316803,65855
2022-10-13,284.600006,287.450012,282.000000,285.450012,283.708282,82372
2022-10-14,289.850006,291.350006,284.350006,290.000000,288.230530,100158
2022-10-17,287.549988,292.350006,284.500000,290.399994,288.628082,57505
2022-10-18,293.000000,302.000000,288.450012,298.299988,296.479858,189559
2022-10-19,298.299988,301.950012,296.350006,300.000000,298.169495,105330
2022-10-20,300.000000,309.799988,296.950012,304.350006,302.492950,182815
2022-10-21,304.350006,306.000000,296.000000,296.549988,294.740540,57796
2022-10-24,298.000000,301.399994,296.000000,298.750000,296.927124,24707
2022-10-25,299.950012,299.950012,292.500000,293.149994,291.361298,82092
2022-10-27,294.000000,297.100006,289.850006,291.649994,289.870453,95372
2022-10-28,293.500000,294.299988,289.000000,291.750000,289.969849,150539
2022-10-31,293.399994,306.899994,293.049988,305.799988,303.934113,341896
2022-11-01,306.799988,307.000000,296.000000,300.200012,298.368286,333379
2022-11-02,302.799988,305.000000,299.049988,304.000000,302.145081,94434
2022-11-03,301.500000,305.000000,299.799988,302.299988,300.455444,144581
2022-11-04,303.399994,312.450012,301.549988,308.750000,306.866119,145479
2022-11-07,310.000000,312.049988,305.200012,310.500000,308.605438,149010
2022-11-09,305.000000,314.700012,305.000000,306.850006,304.977722,95532
2022-11-10,289.250000,301.950012,289.250000,300.149994,298.318573,277290
2022-11-11,300.200012,302.700012,296.399994,299.850006,298.020416,89222
2022-11-14,300.000000,304.399994,297.200012,298.649994,296.827728,77846
2022-11-15,298.750000,304.000000,298.750000,303.049988,301.200867,63681
2022-11-16,304.000000,306.200012,298.899994,300.200012,298.368286,105686
2022-11-17,299.850006,301.500000,297.600006,300.649994,298.815521,49901
2022-11-18,300.649994,301.049988,293.000000,296.750000,294.939331,284791
2022-11-21,304.950012,307.450012,299.049988,301.399994,299.560944,122369
2022-11-22,301.399994,301.850006,296.049988,297.049988,295.237488,39147
2022-11-23,295.200012,297.950012,294.000000,294.750000,292.951538,44454
2022-11-24,295.500000,297.350006,290.700012,291.350006,289.572296,80949
2022-11-25,291.350006,299.500000,291.000000,293.649994,291.858246,196163
2022-11-28,292.049988,295.950012,291.950012,292.500000,290.715271,170486
2022-11-29,292.500000,297.549988,291.700012,293.750000,291.957642,177468
2022-11-30,295.000000,296.850006,293.799988,294.350006,292.553986,150666
2022-12-01,295.500000,297.899994,293.100006,294.450012,292.653381,212601
2022-12-02,294.450012,296.549988,293.549988,295.549988,293.746643,83108
2022-12-05,295.950012,297.899994,292.799988,293.200012,291.411011,177003
2022-12-06,292.399994,295.000000,290.000000,291.649994,289.870453,93558
2022-12-07,293.950012,293.950012,291.649994,291.950012,290.168640,30566
2022-12-08,291.000000,293.000000,291.000000,292.049988,290.268005,34240
2022-12-09,292.049988,294.200012,290.700012,291.500000,289.721375,61181
2022-12-12,295.750000,295.750000,291.049988,293.250000,291.460693,52932
2022-12-13,296.049988,299.000000,291.000000,292.600006,290.814667,103290
2022-12-14,293.100006,295.000000,292.000000,293.899994,292.106720,60011
2022-12-15,293.899994,296.549988,292.000000,292.799988,291.013428,57215
2022-12-16,292.799988,292.950012,290.049988,291.149994,289.373505,65798
2022-12-19,289.299988,294.899994,289.000000,293.899994,292.106720,55459
2022-12-20,290.000000,293.899994,290.000000,291.549988,289.771057,48428
2022-12-21,306.799988,317.750000,295.000000,299.200012,297.374390,2062694
2022-12-22,302.250000,303.299988,292.000000,293.000000,291.212219,180673
2022-12-23,292.350006,294.350006,282.399994,284.750000,283.012543,235859
2022-12-26,282.000000,302.950012,282.000000,297.500000,295.684753,217049
2022-12-27,297.000000,312.000000,295.000000,310.250000,308.356964,332426
2022-12-28,310.000000,317.149994,305.000000,313.299988,311.388336,393082
2022-12-29,312.250000,312.250000,300.350006,306.200012,304.331696,90909
2022-12-30,306.100006,316.000000,306.100006,313.600006,311.686523,189625
2023-01-02,313.950012,330.000000,310.100006,326.450012,324.458130,800015
2023-01-03,329.750000,334.899994,325.000000,327.200012,325.203552,292709
2023-01-04,327.049988,327.200012,311.100006,312.950012,311.040497,261207
2023-01-05,313.149994,316.000000,307.000000,308.299988,306.418854,130207
2023-01-06,310.149994,313.649994,301.250000,303.100006,301.250580,129851
2023-01-09,307.000000,308.950012,300.000000,301.399994,299.560944,108937
2023-01-10,305.799988,306.450012,297.799988,299.399994,297.573151,111615
2023-01-11,302.000000,304.799988,296.000000,300.000000,298.169495,109595
2023-01-12,301.299988,303.799988,294.250000,300.700012,298.865234,118908
2023-01-13,310.000000,310.950012,303.450012,306.250000,304.381378,185478
2023-01-16,306.250000,309.200012,303.450012,307.950012,306.071014,70306
2023-01-17,307.600006,307.600006,298.000000,300.500000,298.666443,171404
2023-01-18,300.000000,305.799988,300.000000,304.200012,302.343872,123292
2023-01-19,304.200012,318.000000,302.299988,313.100006,311.189575,413501
2023-01-20,314.899994,329.000000,311.200012,326.149994,324.159943,593853
2023-01-23,326.149994,329.100006,318.350006,321.950012,319.985565,213988
2023-01-24,323.600006,323.950012,314.000000,317.250000,315.314240,104957
2023-01-25,315.799988,317.200012,305.000000,306.799988,304.928009,118497
2023-01-27,307.899994,310.799988,298.649994,302.950012,301.101501,104432
2023-01-30,302.000000,307.149994,298.399994,302.399994,300.554840,161938
2023-01-31,304.549988,306.500000,300.200012,303.399994,301.548737,87688
2023-02-01,304.600006,310.000000,295.500000,301.600006,299.759735,148910
2023-02-02,300.700012,303.700012,297.549988,299.350006,297.523468,60851
2023-02-03,300.000000,302.950012,296.000000,299.450012,297.622864,75959
2023-02-06,299.450012,302.299988,298.299988,300.600006,298.765839,64334
2023-02-07,300.600006,301.799988,295.399994,297.000000,295.187805,59052
2023-02-08,296.899994,301.899994,294.450012,298.649994,296.827728,73252
2023-02-09,297.000000,299.799988,295.500000,297.200012,295.386597,158201
2023-02-10,296.250000,298.250000,296.000000,296.600006,294.790253,59808
2023-02-13,296.649994,299.899994,292.000000,293.350006,291.560089,80313
2023-02-14,292.000000,296.799988,291.000000,292.000000,290.218323,58535
2023-02-15,290.000000,298.500000,282.299988,296.200012,294.392700,352567
2023-02-16,293.250000,293.899994,289.250000,292.450012,290.665588,161761
2023-02-17,291.950012,293.549988,288.000000,290.750000,288.975952,128494
2023-02-20,290.750000,292.200012,287.049988,290.200012,288.429321,96254
2023-02-21,290.000000,291.250000,288.000000,288.850006,287.087524,69676
2023-02-22,288.049988,290.049988,283.399994,287.399994,285.646362,157360
2023-02-23,291.700012,291.700012,282.850006,286.100006,284.354309,76001
2023-02-24,286.049988,287.450012,282.500000,284.700012,282.962860,98761
2023-02-27,284.700012,285.850006,276.100006,277.350006,275.657715,101315
2023-02-28,277.850006,278.799988,268.399994,270.100006,268.451935,145869
2023-03-01,270.000000,278.049988,270.000000,277.250000,275.558319,96570
2023-03-02,277.250000,277.299988,272.649994,273.500000,271.831207,90406
2023-03-03,274.950012,278.149994,273.000000,276.450012,274.763214,134443
2023-03-06,277.600006,283.000000,276.850006,280.799988,279.086639,84418
2023-03-08,280.000000,282.950012,277.700012,281.450012,279.732697,83225
2023-03-09,283.000000,287.950012,281.799988,283.350006,281.621094,129257
2023-03-10,280.000000,282.450012,278.600006,279.649994,277.943665,75304
2023-03-13,280.850006,281.000000,270.100006,273.149994,271.483337,124266
2023-03-14,275.000000,278.549988,270.100006,274.450012,272.775421,156969
2023-03-15,274.500000,278.000000,270.399994,272.750000,271.085785,117391
2023-03-16,272.500000,272.500000,263.000000,265.950012,264.327271,248204
2023-03-17,268.750000,283.700012,268.299988,279.000000,277.297638,198064
2023-03-20,279.000000,281.000000,271.350006,276.899994,275.210449,235750
2023-03-21,282.000000,282.500000,272.750000,277.100006,275.409241,155019
2023-03-22,276.899994,279.299988,274.100006,275.100006,273.421448,160551
2023-03-23,275.000000,279.000000,272.100006,275.950012,274.266266,195841
2023-03-24,275.200012,278.799988,269.500000,270.799988,269.147644,275340
2023-03-27,271.000000,272.200012,263.149994,264.700012,263.084900,135332
2023-03-28,265.000000,268.000000,255.000000,255.399994,253.841629,169534
2023-03-29,255.949997,266.950012,254.550003,264.200012,262.587952,220268
2023-03-31,264.250000,270.549988,261.100006,262.850006,261.246185,162249
2023-04-03,268.100006,273.549988,265.100006,271.850006,270.191254,115582
2023-04-05,274.500000,277.000000,270.000000,275.399994,273.719604,79905
2023-04-06,275.399994,276.799988,271.350006,275.600006,273.918396,80748
2023-04-10,276.000000,283.799988,276.000000,281.950012,280.229645,125526
2023-04-11,282.000000,289.500000,280.649994,287.899994,286.143311,149835
2023-04-12,287.899994,295.000000,286.100006,292.100006,290.317719,135975
2023-04-13,292.100006,296.000000,287.549988,291.500000,289.721375,117061
2023-04-17,291.000000,293.350006,287.750000,292.250000,290.466797,105403
2023-04-18,292.549988,296.000000,292.500000,295.549988,293.746643,64166
2023-04-19,294.250000,304.399994,292.000000,301.399994,299.560944,166117
2023-04-20,301.850006,313.700012,300.000000,310.450012,308.555756,296253
2023-04-21,311.649994,311.649994,303.000000,304.799988,302.940186,118825
2023-04-24,304.799988,310.000000,298.000000,300.049988,298.219177,123373
2023-04-25,301.000000,303.500000,299.049988,300.600006,298.765839,57228
2023-04-26,301.000000,301.000000,295.549988,297.649994,295.833832,60784
2023-04-27,296.000000,298.649994,292.000000,293.700012,291.907959,105209
2023-04-28,294.000000,296.950012,293.000000,294.299988,292.504272,69786
2023-05-02,294.299988,296.950012,293.399994,294.049988,292.255798,75352
2023-05-03,294.000000,295.950012,292.049988,292.850006,291.063141,41183
2023-05-04,293.700012,302.750000,293.049988,302.000000,300.157288,136564
2023-05-05,300.250000,306.000000,297.950012,299.350006,297.523468,90231
2023-05-08,302.950012,303.899994,296.799988,298.899994,297.076202,93457
2023-05-09,299.000000,305.799988,295.100006,296.549988,294.740540,97445
2023-05-10,296.500000,303.000000,295.600006,300.600006,298.765839,90993
2023-05-11,300.600006,304.799988,300.000000,302.850006,301.002106,85195
2023-05-12,303.850006,306.649994,298.549988,303.049988,301.200867,91531
2023-05-15,307.049988,308.750000,303.850006,304.850006,302.989899,108034
2023-05-16,306.799988,306.799988,298.450012,299.399994,297.573151,72542
2023-05-17,298.100006,303.049988,293.299988,298.200012,296.380493,75234
2023-05-18,299.399994,304.299988,295.049988,296.899994,295.088409,95953
2023-05-19,296.000000,300.950012,293.500000,297.649994,295.833832,84124
2023-05-22,298.899994,299.750000,294.950012,296.799988,294.989014,62419
2023-05-23,297.700012,301.350006,294.950012,298.799988,296.976807,83245
2023-05-24,297.549988,303.950012,296.049988,301.149994,299.312469,79943
2023-05-25,300.000000,315.000000,295.149994,304.549988,302.691711,477141
2023-05-26,304.549988,305.500000,301.049988,302.950012,301.101501,76796
2023-05-29,304.000000,309.399994,300.549988,301.700012,299.859131,154594
2023-05-30,303.350006,304.799988,298.000000,299.149994,297.324677,61780
2023-05-31,299.149994,300.000000,294.100006,295.799988,293.995117,103088
2023-06-01,298.700012,298.850006,294.649994,295.950012,294.144226,99859
2023-06-02,297.000000,300.750000,294.049988,295.000000,293.200012,129565
2023-06-05,296.000000,298.500000,292.000000,293.899994,293.899994,205079
2023-06-06,295.000000,321.000000,295.000000,311.200012,311.200012,1903023
2023-06-07,311.000000,316.549988,307.000000,315.500000,315.500000,346525
2023-06-08,318.000000,323.000000,315.549988,317.899994,317.899994,383809
2023-06-09,319.899994,319.899994,312.750000,318.250000,318.250000,136269
2023-06-12,322.950012,324.700012,319.500000,321.399994,321.399994,255516
2023-06-13,324.399994,324.399994,316.549988,317.399994,317.399994,131431
2023-06-14,319.350006,346.850006,317.899994,340.450012,340.450012,2800815
2023-06-15,342.299988,343.049988,331.549988,334.500000,334.500000,437889
2023-06-16,337.899994,348.649994,337.000000,340.299988,340.299988,528580
2023-06-19,343.149994,352.899994,339.750000,349.799988,349.799988,637405
2023-06-20,349.799988,355.399994,343.000000,353.000000,353.000000,337053
2023-06-21,352.899994,356.000000,346.200012,347.750000,347.750000,272077
2023-06-22,353.000000,356.000000,340.000000,342.450012,342.450012,311251
2023-06-23,341.950012,342.000000,333.250000,334.850006,334.850006,147779
2023-06-26,339.700012,350.799988,338.450012,349.450012,349.450012,381592
2023-06-27,353.399994,368.700012,352.000000,366.049988,366.049988,1056179
2023-06-28,366.049988,366.049988,366.049988,366.049988,366.049988,0
2023-06-30,365.700012,366.000000,356.000000,358.850006,358.850006,251163
2023-07-03,360.000000,369.700012,359.149994,362.500000,362.500000,334130
2023-07-04,364.000000,364.950012,354.500000,360.600006,360.600006,215967
2023-07-05,359.850006,367.500000,356.100006,359.600006,359.600006,246589
2023-07-06,361.950012,364.950012,355.350006,356.799988,356.799988,182333
2023-07-07,354.000000,360.000000,350.750000,353.399994,353.399994,292294
2023-07-10,353.399994,360.000000,348.200012,349.750000,349.750000,289430
2023-07-11,350.950012,357.700012,350.399994,351.299988,351.299988,197930
2023-07-12,357.049988,357.049988,348.100006,352.399994,352.399994,172849
2023-07-13,352.799988,356.000000,343.299988,348.350006,348.350006,157258
2023-07-14,348.850006,364.899994,348.850006,362.399994,362.399994,539195
2023-07-17,364.399994,381.000000,362.649994,377.850006,377.850006,857335
2023-07-18,380.649994,387.399994,372.299988,376.899994,376.899994,533138
2023-07-19,379.649994,392.799988,377.549988,380.049988,380.049988,679165
2023-07-20,382.750000,388.399994,378.200012,383.649994,383.649994,424345
2023-07-21,380.000000,389.000000,374.000000,386.649994,386.649994,478146
